"Actitis_hypoleucos","Actophilornis_africanus","Alcedo_cristata","Alopochen_aegyptiaca","Amaurornis_flavirostra","Anas_acuta","Anas_capensis","Anas_clypeata","Anas_erythrorhyncha","Anas_hottentota","Anas_querquedula","Anas_undulata","Anastomus_lamelligerus","Anhinga_rufa","Ardea_cinerea","Ardea_goliath","Ardea_melanocephala","Ardea_purpurea","Ardeola_ralloides","Arenaria_interpres","Balearica_regulorum","Bostrychia_hagedash","Bubulcus_ibis","Burhinus_vermiculatus","Butorides_striata","Calidris_alba","Calidris_ferruginea","Calidris_minuta","Casmerodius_albus","Ceryle_rudis","Charadrius_dubius","Charadrius_leschenaultii","Charadrius_marginatus","Charadrius_mongolus","Charadrius_pallidus","Charadrius_pecuarius","Charadrius_tricollaris","Chlidonias_hybrida","Chlidonias_leucopterus","Ciconia_ciconia","Ciconia_episcopus","Ciconia_nigra","Circus_aeruginosus","Circus_ranivorus","Dendrocygna_bicolor","Dendrocygna_viduata","Dromas_ardeola","Egretta_ardesiaca","Egretta_garzetta","Ephippiorhynchus_senegalensis","Fulica_cristata","Gallinago_gallinago","Gallinago_nigripennis","Gallinula_angulata","Gallinula_chloropus","Glareola_pratincola","Gorsachius_leuconotus","Halcyon_leucocephala","Haliaeetus_vocifer","Himantopus_himantopus","Larus_cirrocephalus","Larus_fuscus","Larus_hemprichii","Larus_ridibundus","Leptoptilos_crumeniferus","Limicola_falcinellus","Limosa_lapponica","Limosa_limosa","Megaceryle_maxima","Mesophoyx_intermedia","Mycteria_ibis","Netta_erythrophthalma","Numenius_arquata","Numenius_phaeopus","Nycticorax_nycticorax","Oxyura_maccoa","Pandion_haliaetus","Pelecanus_onocrotalus","Pelecanus_rufescens","Phalacrocorax_africanus","Phalacrocorax_carbo","Philomachus_pugnax","Phoeniconaias_minor","Phoenicopterus_roseus","Platalea_alba","Plectropterus_gambensis","Plegadis_falcinellus","Pluvialis_squatarola","Podiceps_cristatus","Podiceps_nigricollis","Porphyrio_porphyrio","Recurvirostra_avosetta","Rostratula_benghalensis","Sarkidiornis_melanotos","Scopus_umbretta","Sterna_bengalensis","Sterna_bergii","Sterna_caspia","Sterna_hirundo","Sterna_nilotica","Sterna_saundersi","Tachybaptus_ruficollis","Thalassornis_leuconotus","Threskiornis_aethiopicus","Tringa_erythropus","Tringa_glareola","Tringa_nebularia","Tringa_ochropus","Tringa_stagnatilis","Vanellus_armatus","Vanellus_coronatus","Vanellus_crassirostris","Vanellus_spinosus","Xenus_cinereus"
65.260912706,6.786324787,5.02014652,119.006105006,5.153846154,9.102564103,141.998931623,289.963675263,79.338675215,140.461538468,6.426282051,72.435897444,6.817460318,0.503663004,31.974257228,0.525641025,4.5867674,3.534188034,24.007326009,22.91666667,8.647130647,25.142551887,57.485958481,1.25,0,108.3333333,2264.761752538,3419.440297798,28.720085466,15.702380953,392.913817693,678.124999963,27.70833334,916.45833333,67.425925921,24.88372507,10.442460318,120.912393172,59.169871794,25.317460321,0.416666667,0,2.094017094,0.675213675,113.465811966,61.666056166,361.6666667,0,40.312678066,0.388888889,539.26068376,4.717948719,1.068376069,0.961538462,11.25946276,9.583333333,0.055555556,1.314102564,8.762820513,249.036324788,296.401709437,5.833333334,27.91666667,2.482905983,29.604446484,7.5,2.5,5.19871795,0.576923077,24.599816851,131.332773715,73.748931624,34.583333333,184.375000003,6.685185185,2.888888889,0.416666667,1064.81125356,26.468660968,86.909188035,494.961538423,344.59544158,60646.151356428,1629.772435807,50.164479041,0.666666667,38.072649572,432.708333297,0,71.83333333,6.354700855,222.443019942,0.5,0.747863247,2.744505495,114.374999997,4.583333333,51.66666667,5,197.698361786,67.29166667,187.489850457,0.555555556,72.399267401,1.138888889,36.955967643,221.293981447,3.505952381,48.273173587,76.043549046,0.722222222,6.733211233,40.683531743,461.0416667
69.96209809,14.500610501,5.091956655,214.593075867,5.909645909,3.944444445,136.476139599,41.311965814,211.467796062,117.804487181,14.802655678,85.53174603,1.166666667,0,38.059625559,0.542735043,7.737408425,9.111111111,30.344017095,40.416666667,69.2014652,57.584325393,76.330738702,0.416666667,0.104166667,11.666666666,766.430555597,2086.431674801,11.361111111,21.385073258,238.381791818,322.50000003,10.833333333,428.958333333,105.851851844,41.240308298,31.89789377,146.903286524,53.050824177,0.777777778,0,0,3.565018316,0.97008547,28.592185586,59.055555553,1050,0.333333334,36.270909646,1.119047619,485.76449933,4.14102564,1.444444445,0.576923077,5.099206349,0,0.333333333,0.104166667,8.782051283,84.249923687,250.37159139,8.333333333,30,3.145299145,40.153642663,0,0.833333333,8.196581197,1.081196582,44.140949323,29.893976392,30.664682543,40.624999997,182.2916667,9.63003663,0.208333333,0.272435897,397.166132487,13.023504275,45.856990236,238.945512786,498.960063014,3829.606125871,291.576388823,29.295278795,3.508547009,25.856837604,467.91666667,0.166666667,1.743055556,14.679487176,92.277777776,0,3.166666666,3.884310133,51.666666663,81.25,34.791666667,0,55.170584045,3.958333333,233.794642886,2.222222222,96.714489216,0.6875,110.364367115,179.446403167,11.64166158,31.873321126,121.506028702,2.119658119,3.48962149,46.66666667,321.249999933
102.475859786,18.783882779,4.330433455,285.943147129,4.590354092,81.032814409,191.237001437,118.470238098,203.26442307,157.957722841,33.355158733,152.564865693,0.571428572,0.11965812,47.861594424,1.747863248,10.305784494,12.717948717,47.725427349,4.583333333,24.626373626,52.554639806,68.021978013,0,0,106.249999997,2627.982905586,1690.15552508,30.640415143,21.68910256,293.107931387,845.83333333,1.25,1065.625000003,98.944444446,16.986568985,10.32534595,237.882249671,16.937118437,0.706349206,0,0,4.769993895,1.444444444,29.873015878,84.459325401,870,0,62.381461132,0.23015873,465.016788784,7.155982907,2.777777777,0,17.485042736,0,0,0.3125,8.990384615,331.667531542,195.476597462,5,28.33333333,0.357142857,51.29250611,0,0.833333333,2.194444444,0.833333333,131.228123727,54.401251521,27.759920635,37.5,97.29166667,10.630647131,0.972222223,0.208333333,120.943019937,39.599104602,193.644841304,481.406669685,669.598570407,11312.74074077,905.935185177,63.97013634,1.388888889,126.881105013,345.4166667,0,23.597756407,38.405982909,282.495370372,0.222222222,6.474358974,4.493513431,57.916666667,7.5,20.416666664,0,102.733618228,46.04166667,604.801510989,5.888888889,200.879069996,1.903769841,133.714718164,237.401454993,9.26345645,48.349282666,99.556420434,2.634920634,13.570818071,35.550747863,1078.750000037
40.644281643,38.189560443,5.874694749,191.041742972,2.593406594,2.777777778,64.511574073,0.944444445,17.451388888,20.659188035,2.166666667,57.241452988,2.757936508,9.25091575,36.938314003,2.379273504,14.56578144,22.888888889,64.859330487,14.58333333,17.694749695,33.13904151,50.560897441,0,0.416666667,10.833333333,254.985754989,1495.710826195,26.155372401,31.676739926,146.60284392,805.8333334,11.666666667,443.95833337,124.722222233,12.223214286,6.271443834,79.632834762,88.365028494,2.666666667,0.833333334,0,4.981074481,0.286324786,31.805555556,40.846230162,427.5,0.349002849,47.444469882,0.239316239,66.436965812,3.314102562,2.747863248,0,5.344932845,0,0,1.350808913,15.964590967,85.02564102,138.222934478,26.250000003,27.500000003,0,41.350732597,0,5.833333333,3.361111112,2.628205128,122.882580402,141.189814803,0.888888888,34.375,106.249999997,20.367521371,0,0.208333333,399.325142467,49.605769226,116.001602571,633.67200858,193.322293446,3833.891381662,197.703703705,55.878154254,2.264957265,94.512820515,146.25,0.055555556,8.618055556,0.726495727,52.25925926,0,0.333333333,1.102487791,19.166666667,39.166666663,132.291666663,0,38.6502849,16.041666667,143.237103174,0,68.432565124,0.517094017,27.159823972,144.404736467,6.347298535,18.091625966,52.470441596,0,9.358974359,21.32753358,20
53.288690479,15.744200243,2.028083028,266.391178271,5.066544566,6.96031746,59.868055559,34.946886456,121.261090759,39.843101344,15.559523809,45.192918187,0.111111111,4.277167277,25.260149575,0.183760684,8.934447497,8.581196581,21.879934876,0,11.536019537,36.25831807,43.115130236,0,0.104166667,0,3.981481482,481.698310978,23.770960521,12.893162393,19.699303011,0,0,0,192.4074074,16.38425926,13.350529101,119.138863451,51.315628821,1.666666667,0,0,2.861340049,0.55982906,15.158730163,49.93406593,0,0.847578348,34.732041111,0.175213675,130.184065924,2.382783882,0.286324786,0,5.172924298,0,0.333333333,0,5.971611722,399.226546633,104.296398038,0,0,0,68.404965399,0,0,1.034188034,0.384615385,23.90178571,24.693350631,2.626984127,0,0,25.256817253,0,0.192307692,36.414886046,2.50605413,72.366071424,184.17467949,311.831832486,1545.33564819,547.799501458,22.049399673,1.480463981,45.382173381,0,0.055555556,25.83333333,0.764957266,29.277777774,0.055555556,0.333333333,3.054258243,0,0,0,0,3.917022793,0,537.301892555,0.587301587,107.052096045,2.111111111,85.008954002,29.906593402,5.836156899,21.967567155,81.497507125,0.405982906,7.791208791,38.800824178,0
41.359126988,13.69047619,3.293650793,61.349206354,4.563492064,2.5,0,0.396825397,32.341269843,1.626984127,24.28571429,18.809523811,1.607142857,0.357142857,12.053571428,0,11.30952381,0,12.123015874,3.75,83.611111107,23.253968255,25.654761905,0,0,22.5,1785.8333333,194.166666671,7.628968254,6.696428572,474.732142861,570.4166667,15,677.08333333,0,4.761904762,3.809523809,3.174603174,23.749999999,0.119047619,2.708333333,0.119047619,1.111111111,0,27.619047616,56.904761902,546.6666667,0,4.107142857,0.238095238,40.753968253,0.357142857,0,0,4.92063492,0,0,0.416666667,2.083333334,98.124999997,0.238095238,3.333333333,18.33333333,0,72.499999996,0,1.666666667,0,0,2.380952381,9.404761905,0.238095238,11.666666663,63.95833333,16.309523809,2.5,0,21.04166667,4.375,17.896825396,0.119047619,21.547619046,148.3333333,79.16666667,0.773809524,0,4.285714285,147.29166663,0,0,0,0,0,0,2.658730159,152.708333333,96.66666667,43.54166667,24.16666667,118.749999997,25.41666667,76.58730159,2.5,132.232142846,0,74.404761909,93.035714289,5.357142858,14.166666667,21.111111111,1.785714286,3.214285714,72.797619051,148.749999963
212.315094621,46.940781444,7.19345238,934.462683119,6.880341881,2.873015873,142.176587293,127.412698421,111.085317462,89.377594629,33.119047623,26.937271068,16.166666663,20.217948718,53.075091573,1.52991453,9.255799756,11.987179483,52.895146526,0,10.554334555,54.824557391,55.030982909,1.25,0,1.666666667,900.199074137,2307.228734137,61.840506716,29.612179487,411.547847986,142.708333333,4.791666666,159.166666663,96.2037037,77.889524825,33.847807286,101.925315421,245.616809113,7.317460317,0.208333333,0,8.162316849,0,25.575396824,82.820512814,438.3333333,25.345441592,106.799806675,0.367521367,582.198412687,2.918803419,0,0,15.169871794,27.5,0.222222222,0.11965812,44.798534796,744.454288813,151.550417181,3.333333333,107.08333333,3.802197802,92.820716319,0,0.833333333,0.791666667,0.913461538,45.98575499,91.028490026,42.833333336,4.166666667,27.29166667,5.113756612,2.444444445,0.192307692,128.652421651,50.757224261,130.115460925,751.629273547,574.101419387,7239.72916697,526.108796329,46.108770854,2.205128205,133.416819291,57.5,0,25.055555556,3.183760684,40.148148148,0,0,6.243971307,31.249999997,38.33333333,38.95833333,0.416666667,72.652777785,13.33333333,776.099816884,0.833333333,190.922313806,0.263888889,192.57374339,231.501780626,8.113654863,62.122557999,127.006283072,0.247863248,27.020146524,111.817002444,1.666666667
146.938644684,15.66605617,4.073565323,326.382453189,5.178876679,29.849206353,65.153133901,17.405982905,58.036630041,26.444597072,13.968253968,67.233516483,0,27.136141634,39.695360196,1.324786325,6.871489622,5.051282051,40.31272894,2.083333333,226.006715493,96.696733812,97.900488398,0,0.833333333,13.750000003,982.709986706,1804.352004483,20.003510378,33.512667885,355.125101719,1066.24999967,8.333333333,975.416666663,87.12962963,45.544312167,34.012973133,16.653184777,45.604497356,0.341269842,0,0.476190476,7.696581196,0.358974359,0.277777778,108.203601958,676.6666667,1.260683761,49.502289378,0.755799755,370.211233259,1.57997558,0.444444444,0,9.435286934,2.5,1.388888889,1.580967643,22.447496947,294.242724858,176.136395974,27.916666667,53.33333333,2.42948718,37.61167073,0,0,4.52991453,3.028846154,26.644230769,43.154761905,1.452380952,28.33333333,119.166666633,17.673992674,0.277777778,0.400641025,143.416666659,112.510989017,41.027930402,424.15216727,325.571733834,16805.330484303,1087.837250674,108.762718767,23.56410256,137.707112334,55.833333337,0,25.305555552,0.722222222,262.332621047,0.277777778,118.1984127,9.038385226,98.958333337,40.416666667,73.749999993,0.416666667,104.378383187,65.416666667,460.461233218,0,138.433455425,1.190476191,185.995065123,269.834528863,13.768238704,74.467160157,167.105133292,3.264346765,41.611721612,82.352793037,407.916666663
94.85312373,20.445665441,3.578144078,411.348163377,10.965201464,15.674603176,85.620370364,154.611111144,33.478556165,11.230921855,16.651404152,24.641941392,28.869047619,40.600732597,138.167328036,1.91025641,12.82493895,3.299145299,21.498473745,9.583333333,203.079975557,126.971916979,36.660866915,6.666666667,0,41.66666666,786.358084112,939.001907742,38.491147742,48.372557997,181.500585065,545.208333297,3.125,173.125000007,119.3518519,20.001322752,16.75615588,64.443528698,556.508953989,0.055555556,1.875,0,3.420177045,0.166666667,690.440476157,275.063492062,1235,0.092592593,52.224486161,0.708791208,673.709249107,1.012210012,0,0,10.547008547,0,4.722222222,0.69047619,27.561202688,486.011752074,340.505341917,18.33333333,167.08333337,0.247252747,26.094373219,0,0.833333333,0.931623933,3.933760684,53.939865691,50.586996334,14,18.749999997,383.12499997,18.228327227,0,2.558760683,258.523860392,21.998778998,135.069444442,534.302808271,394.216473378,3643.469907756,539.395833363,122.835953398,13.059829061,112.864163622,468.541666637,0.111111111,70.52083333,1.350427351,117.842592588,0.166666667,2.311965812,10.763888888,14.583333333,101.250000003,85.41666667,0,125.988782052,8.125,675.584554313,5,153.073896013,0.277777778,199.687499996,368.038588725,4.766330891,41.755418198,173.96713472,1.448717949,18.001831502,154.449099522,13.33333333
46.365791616,14.669108673,2.164377289,222.056496738,4.213675214,19.97008547,104.504629634,17.333333332,25.995319491,13.575702076,9.571428571,82.946581194,0.055555556,13.41514041,55.881206756,1.17948718,11.993818681,15.474358974,16.066697191,0,26.87423688,111.122710632,101.585266583,0,0.104166667,0,8.444444444,291.182259865,22.599308097,34.131715508,11.75966626,0,0,0,37.03703704,6.951846763,11.629578753,50.076566953,63.229344723,4.333333333,0,0.357142857,5.208791208,0.508547008,1.706349206,26.231990235,0,0.128205128,30.704339642,0.35042735,236.66788771,7.414529915,0,0,5.358363859,0,0,0.636523199,24.890567768,88.740333738,221.603632472,0,0,0.175213675,16.427731992,0,0,0.961538461,3.732905983,35.120726498,48.725071233,0.555555556,0,0,1.567765568,0,0.833333333,872.327991478,18.831908828,61.789072039,335.650030525,111.131410255,18866.427525479,488.437678062,26.383292631,3.191086691,22.065399875,0,0,0.4375,15.11538462,43.862713666,0,7.645299145,9.22863248,0,0,0,0,25.454059833,0,33.838369964,4.126984127,98.622278187,1.008547008,60.763583641,9.370726495,1.786044973,13.665343914,106.666819291,0.384615385,31.800976804,46.236950555,0
28.97420635,34.960317461,1.817460317,125.698412691,2.896825397,2.23015873,10.388888889,10.666666667,36.53869048,15.253968255,10.444444445,24.261904759,87.777777781,9.111111111,35.922619044,0.333333334,1.809523809,0.277777779,3.503968254,0.416666667,9.611111112,32.874007935,53.240079371,7.5,0.104166667,7.083333333,1006.13988095,1624.462301538,19.722222222,14.069444445,472.271825363,1262.291666334,100.208333336,779.791666697,0,5.25,10.969246032,102.738095283,99.111111112,20.111111115,2.083333333,0,1.801587302,0.166666667,1.579365079,189.230158694,907.5,0,28.073412697,0,41.88888889,0.333333334,0,0,8.738095238,0,0,2.529761904,2.076388889,157.631944428,183.88888891,0,59.58333333,0.916666667,14.634920635,0,0.833333333,0.444444444,0.277777778,10.415674603,51.131944441,0,17.708333333,143.958333333,10.174603174,0,0.708333333,42.5,22.250000001,96.887896822,265.733134919,85.317460319,27783.2638892,151.652777778,19.483134925,2.5,27.296626984,59.791666666,0,1.986111111,0.055555556,5.305555556,0,0.055555556,0.698412699,83.124999997,74.166666663,61.66666667,0,79.666666671,19.166666663,341.616071491,0,66.207341279,1.055555556,80.436507937,963.996031776,5.439484127,19.213293652,71.753968243,0,14.936507938,50.447420631,375.62500003
27.025793651,23.595238091,0.944444444,86.512896818,2.928571428,0.111111111,2.976190476,0,56.998015867,13.246031747,8.626984128,105.253968243,47.97619048,2.023809524,10.513888888,0.166666667,1.253968254,0.333333333,1.507936508,4.583333333,16.238095238,50.268849209,155.391865071,0,0,0,191.875,163.221230155,6.515873016,4.218253968,160.525793678,641.0416667,6.25,291.458333337,0,12.265873016,12.912698413,0.818452381,33.27380952,0,0,0,1.658730159,0.388888889,18.452380952,55.615079361,721.6666667,0,3.226190476,0.174603175,44.984126984,2.166666667,0.444444444,0,11.444444445,0.416666667,0,1.994047619,2.141865079,220.50099206,0.333333333,0,34.58333333,0.119047619,7.499999999,0,0,0.055555556,0,7.557539681,19.232142856,0,10.625,88.75,4.642857143,0,0.208333333,35.055555559,4.549603175,10.270833334,11.212301587,24.882936508,9419.375000333,827.3958333,7.373015873,3.841269841,39.507936511,110.41666667,0,0,0.722222222,5.729166667,0,0,1.969246032,16.666666667,30,15.625,0,41.875,4.166666667,292.962301585,0,184.531746042,0,117.734126985,155.490079397,1.666666666,7.532738094,105.685515877,0.825396825,13.817460318,32.927579367,17.916666663
135.602564102,63.930402927,0.926739927,404.626220969,15.267399267,1.499999999,52.614316243,1.222222221,58.942918198,61.561202686,3.423687425,46.866300361,3.285714286,3.651404151,33.085622704,3.285256411,4.698489012,3.051282051,23.396672772,4.166666667,29.502441998,110.567841883,78.079975573,3.75,0,1.25,701.916666667,2363.348977453,20.457722831,28.465201462,395.213980465,140.000000036,13.75,263.333333333,0,16.321047008,103.808073869,27.723672156,145.075702074,0.111111111,0,0.595238095,15.373550062,0.5,0,168.781746067,360,4.230769231,54.254426125,0.111111111,308.409188024,2.045940171,1.747863248,0.064102564,21.06669719,7.083333333,0,1.107142857,42.673076924,419.760149584,39.392551893,18.333333337,176.6666667,2.756410256,31.488400491,81.25,0.833333333,1.538461538,2.226495726,14.975122096,39.623244814,0.952380952,5.208333333,53.95833333,4.554334554,0,1.978632478,144.016559835,55.172771667,33.271672773,286.793803378,156.085088522,16695.196042864,991.20138884,90.942841887,28.013888885,64.883547019,300,0,14.918269234,0.166666667,20.833333333,0,4.551282051,9.270604395,232.08333337,116.66666667,43.124999996,0,125.585470083,7.5,242.27297009,0,159.355616601,0.055555556,212.205738694,257.816468254,4.418803418,16.96390415,164.19558914,2.357142857,23.847985353,73.169566547,96.875
